Sample Number,Article Number,Year & Month,Journal,DOI,Matrix name,Monomer,Functional group,Initiator,Matrix modification method,Matrix relative dielectric constant (1Hz),Matrix relative dielectric constant (10Hz),Matrix relative dielectric constant (100Hz),Matrix relative dielectric constant (1kHz),Matrix relative dielectric constant (10kHz),Matrix relative dielectric constant (10^5Hz),Matrix relative dielectric constant (1MHz),Matrix dielectric loss (1Hz),Matrix dielectric loss (10Hz),Matrix dielectric loss (100Hz),Matrix dielectric loss (1kHz),Matrix dielectric loss (10kHz),Matrix dielectric loss (10^5Hz),Matrix dielectric loss (1MHz),Matrix breakdown electric field/kV·mm-1,Matrix conductivity (1Hz)/S·m-1,Matrix conductivity (10Hz)/S·m-1,Matrix conductivity (100Hz)/S·m-1,Matrix conductivity (1kHz)/S·m-1,Matrix conductivity (10kHz)/S·m-1,Matrix conductivity (10^5Hz)/S·m-1,Matrix conductivity (1MHz)/S·m-1,Matrix elastic modulus/MPa,Particle material category,Particle conductivity category,Particle component,Particle main elements,Particle morphology,Particle size/nm,Particle arrangement,Filling ratio (wt),Filling ratio (vol),Particle synthesis method,Particle modification method,Particle relative dielectric constant (1Hz),Particle relative dielectric constant (10Hz),Particle relative dielectric constant (100Hz),Particle relative dielectric constant (1kHz),Particle relative dielectric constant (10kHz),Particle relative dielectric constant (10^5Hz),Particle relative dielectric constant (1MHz),Particle dielectric loss (1Hz),Particle dielectric loss (10Hz),Particle dielectric loss (100Hz),Particle dielectric loss (1kHz),Particle dielectric loss (10kHz),Particle dielectric loss (10^5Hz),Particle dielectric loss (1MHz),Particle conductivity (1Hz)/S·m-1,Particle conductivity (10Hz)/S·m-1,Particle conductivity (100Hz)/S·m-1,Particle conductivity (1kHz)/S·m-1,Particle conductivity (10kHz)/S·m-1,Particle conductivity (10^5Hz)/S·m-1,Particle conductivity (1MHz)/S·m-1,Preparation of composite,Composite thickness/mm,Composite relative dielectric constant (1Hz),Composite relative dielectric constant (10Hz),Composite relative dielectric constant (100Hz),Composite relative dielectric constant (1kHz),Composite relative dielectric constant (10kHz),Composite relative dielectric constant (10^5Hz),Composite relative dielectric constant (1MHz),Composite elastic modulus/MPa,Composite dielectric loss (1Hz),Composite dielectric loss (10Hz),Composite dielectric loss (100Hz),Composite dielectric loss (1kHz),Composite dielectric loss (10kHz),Composite dielectric loss (10^5Hz),Composite dielectric loss (1MHz),Composite conductivity (1Hz)/S·m-1,Composite conductivity (10Hz)/S·m-1,Composite conductivity (100Hz)/S·m-1,Composite conductivity (1kHz)/S·m-1,Composite conductivity (10kHz)/S·m-1,Composite conductivity (10^5Hz)/S·m-1,Composite conductivity (1MHz)/S·m-1,Maximum strain,Breakdown voltage/kV,Breakdown electric field/kV·mm-1,Pre-stretching ratio,Prestress/N,Applied electric field/kV·mm,Frequency/Hz,Actuation displacement/mm,Actuating force/N,Actuating strain,Stress/MPa,Area strain,Response time/ms,Recovery time/ms,Response speed/Hz,Maximum bandwidth/Hz,Electromechanical sensitivity/MPa-1,Elastic energy density/MPa-1,Power density/W·kg-1,Energy density/J·kg-1,Energy efficiency/%,Cyclic voltage/Kv,Cyclic electric field/kV·mm-1,Cyclic strain,Cycle life,Time constant/ms,Single type particles or not,2nd particle material category,2nd particle conductivity category,2nd particle component,2nd particle main elements,2nd particle morphology,2nd particle size,2nd particle arrangement,2nd filling ratio (wt),2nd filling ratio (vol),2nd particle synthesis method,2nd particle modification method,2nd particle relative dielectric constant (1Hz),2nd particle relative dielectric constant (10Hz),2nd particle relative dielectric constant (100Hz),2nd particle relative dielectric constant (1kHz),2nd particle relative dielectric constant (10kHz),2nd particle relative dielectric constant (10^5Hz),2nd particle relative dielectric constant (1MHz),2nd particle dielectric loss (1Hz),2nd particle dielectric loss (10Hz),2nd particle dielectric loss (100Hz),2nd particle dielectric loss (1kHz),2nd particle dielectric loss (10kHz),2nd particle dielectric loss (10^5Hz),2nd particle dielectric loss (1MHz),2nd particle conductivity (1Hz),2nd particle conductivity (10Hz),2nd particle conductivity (100Hz),2nd particle conductivity (1kHz),2nd particle conductivity (10kHz),2nd particle conductivity (10^5Hz),2nd particle conductivity (1MHz),3rd particle material category,3rd particle conductivity category,3rd particle component,3rd particle main elements,3rd particle morphology,3rd particle size,3rd particle arrangement,3rd doping ratio (wt),3rd doping ratio (vol),3rd particle synthesis method,3rd particle modification method,3rd particle relative dielectric constant (1Hz),3rd particle relative dielectric constant (10Hz),3rd particle relative dielectric constant (100Hz),3rd particle relative dielectric constant (1kHz),3rd particle relative dielectric constant (10kHz),3rd particle relative dielectric constant (10^5Hz),3rd particle relative dielectric constant (1MHz),3rd particle dielectric loss (1Hz),3rd particle dielectric loss (10Hz),3rd particle dielectric loss (100Hz),3rd particle dielectric loss (1kHz),3rd particle dielectric loss (10kHz),3rd particle dielectric loss (10^5Hz),3rd particle dielectric loss (1MHz),3rd particle conductivity (1Hz),3rd particle conductivity (10Hz),3rd particle conductivity (100Hz),3rd particle conductivity (1kHz),3rd particle conductivity (10kHz),3rd particle conductivity (10^5Hz),3rd particle conductivity (1MHz)
25,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.38,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,,3.9,,,,,,,,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.38,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,,5,,,,,,,,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0.01,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.38,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,,5.95,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0.02,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.38,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,,8.2,,,,,,,,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0.03,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.38,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,,8.6,,,,,,,,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0.04,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.38,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,,9.6,,,,,,,,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0.05,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.47,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,,4.6,,,,,,,,0.0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.47,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,,5.6,,,,1.37,,,,0.0075,,,,,,,,,,,,,,,,30,,,,0.018,,,,,,,4.2,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0.01,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.47,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,,6.2,,,,1.03,,,,0.009,,,,,,,,,,,,,,,,30,,,,0.048,,,,,,,6,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0.02,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.47,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,,9.2,,,,1.1,,,,0.01,,,,,,,,,,,,,,,,30,,,,0.072,,,,,,,8.2,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0.03,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.47,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,,9.7,,,,1.22,,,,0.026,,,,,,,,,,,,,,,,30,,,,0.032,,,,,,,7.8,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0.04,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.47,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,,11.1,,,,1.7,,,,0.03,,,,,,,,,,,,,,,,30,,,,0.018,,,,,,,6.4,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0.05,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.55,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,6.35,6.3,6.25,6.2,,,,,0.012,0.008,0.0055,0.0035,,,,,,,,,1,,,,,30,,,,0.013,,,,,,,,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.55,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,,6.6,,,,1.58,,,,0.0075,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,4.2,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0.01,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.55,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,,7.7,,,,1.23,,,,0.009,,,,,,,,,,,1.5,,,,,30,,,,0.032,,,,,,,6.2,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0.02,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.55,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,8.6,8.5,8.4,8.25,,1.12,,,0.011,0.0115,0.009,0.0118,,,,,,,,,2.1,,,,,30,,,,0.062,,,,,,,7.3,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0.03,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.55,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,,9.2,,,,1.38,,,,0.015,,,,,,,,,,,2.25,,,,,30,,,,0.063,,,,,,,6.75,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0.04,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.55,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,10,9.75,9.5,9.35,,1.7,,,0.015,0.0175,0.0158,0.0159,,,,,,,,,2.4,,,,,30,,,,0.038,,,,,,,5.8,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0.05,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.6,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,,5.8,,,,,,,,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.6,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,,7.5,,,,1.8,,,,0.0075,,,,,,,,,,,,,,,,30,,,,0.034,,,,,,,4.2,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0.01,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.6,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,,7.9,,,,1.52,,,,0.0065,,,,,,,,,,,,,,,,30,,,,0.042,,,,,,,5.3,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0.02,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.6,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,,8,,,,1.39,,,,0.009,,,,,,,,,,,,,,,,30,,,,0.075,,,,,,,5.95,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0.03,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.6,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,,9,,,,1.4,,,,0.0115,,,,,,,,,,,,,,,,30,,,,0.074,,,,,,,6.4,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0.04,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,3,201303,JOURNAL OF APPLIED POLYMER SCIENCE,10.1002/app.38044,"PDMS（107 silicone rubber, provided by GE Toshiba）",,,,,,,,,,,,,,,,,,,,,,,,,,,,无机非金属,介电,BaTiO3,Ba/Ti/O,球状,100,各向同性,0.6,,Guo Teng Ceramic Co. ,,,,,,,,12000,,,,,,,,,,,,,,,物理混合，室温压缩,0.1,,,,9.7,,,,1.94,,,,0.0125,,,,,,,,,,,,,,,,30,,,,0.065,,,,,,,4.95,,,,,,,,,,否,无机非金属,导体,CB,C,球状,50,各向同性,0.05,,Beijing Calcium Carbide Manufactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,4,201403,JOURNAL OF MATERIALS CHEMISTRY C,10.1039/c3tc31929f,CN 9021（polyester diacrylate from Sartomer Company）,,,,添加丙烯酸正丁酯（45 wt%）,,,5.22,5,4.92,4.8,,,,0.2,0.024,0.018,0.045,,,,,,,,,,0.16,金属,导体,Al,Al,球状,18,各向同性,,0,"US Research Nanomaterials, Inc.",甲基丙烯酸酯表面处理,,,,,,,,,,,,,,,,,,,,,,物理混合，加热,,,,5.22,5,4.92,4.8,,0.16,,,0.2,0.024,0.018,0.045,,,,,,,,,6.71,,179,,,140,,,,,0.87,1.01,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,4,201403,JOURNAL OF MATERIALS CHEMISTRY C,10.1039/c3tc31929f,CN 9021（polyester diacrylate from Sartomer Company）,,,,添加丙烯酸正丁酯（45 wt%）,,,5.22,5,4.92,4.8,,,,0.2,0.024,0.018,0.045,,,,,,,,,,0.16,金属,导体,Al,Al,球状,18,各向同性,,0.014,"US Research Nanomaterials, Inc.",甲基丙烯酸酯表面处理,,,,,,,,,,,,,,,,,,,,,,物理混合，加热,,,,5.92,5.83,5.79,5.48,,0.28,,,0.051,0.0098,0.016,0.04,,,,,,,,,6.66,,220,,,140,,,,,1.1,1.01,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,4,201403,JOURNAL OF MATERIALS CHEMISTRY C,10.1039/c3tc31929f,CN 9021（polyester diacrylate from Sartomer Company）,,,,添加丙烯酸正丁酯（45 wt%）,,,5.22,5,4.92,4.8,,,,0.2,0.024,0.018,0.045,,,,,,,,,,0.16,金属,导体,Al,Al,球状,18,各向同性,,0.027,"US Research Nanomaterials, Inc.",甲基丙烯酸酯表面处理,,,,,,,,,,,,,,,,,,,,,,物理混合，加热,,,,7.1,6.98,6.9,6.6,,0.38,,,0.08,0.015,0.02,0.05,,,,,,,,,6.12,,157,,,140,,,,,1.2,0.73,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,4,201403,JOURNAL OF MATERIALS CHEMISTRY C,10.1039/c3tc31929f,CN 9021（polyester diacrylate from Sartomer Company）,,,,添加丙烯酸正丁酯（45 wt%）,,,5.22,5,4.92,4.8,,,,0.2,0.024,0.018,0.045,,,,,,,,,,0.16,金属,导体,Al,Al,球状,18,各向同性,,0.04,"US Research Nanomaterials, Inc.",甲基丙烯酸酯表面处理,,,,,,,,,,,,,,,,,,,,,,物理混合，加热,,,,8.51,8.37,8.23,7.89,,0.53,,,0.09,0.016,0.022,0.05,,,,,,,,,6.91,,140,,,140,,,,,1.5,0.56,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,5,201501,JOURNAL OF MATERIALS CHEMISTRY A,10.1039/c5ta01182e,滑环凝胶（A1000）,,,,氢化苯二甲基二异氰酸酯（TAKENATE™600）交联剂（17.9 wt%）,252,25.5,10,9.7,9.2,8.9,,7.9,1.5,0.22,0.05,0.04,0.055,,,,,,,,,,0.235,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64,,,,,10,,,,0.041,,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,5,201501,JOURNAL OF MATERIALS CHEMISTRY A,10.1039/c5ta01182e,滑环凝胶（A1000）,,,,氢化苯二甲基二异氰酸酯（TAKENATE™600）交联剂（17.6 wt%）,225,25,9.6,9.6,9.2,8.9,,7.1,1.6,0.16,0.04,0.04,0.075,,,,,,,,,,0.13,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,,,,,10,,,,0.056,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,5,201501,JOURNAL OF MATERIALS CHEMISTRY A,10.1039/c5ta01182e,滑环凝胶（A1000）,,,,氢化苯二甲基二异氰酸酯（TAKENATE™600）交联剂（17.2 wt%）,203,24.5,9.6,9.3,9.2,8.9,,7.9,1.4,0.19,0.03,0.04,0.1,,,,,,,,,,0.07,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76,,,,,10,,,,0.069,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,5,201501,JOURNAL OF MATERIALS CHEMISTRY A,10.1039/c5ta01182e,滑环凝胶（A1000）,,,,氢化苯二甲基二异氰酸酯（TAKENATE™600）交联剂（16.4 wt%）,203,24,9.6,9.3,8.8,8,,7.7,1.4,0.125,0.03,0.04,0.07,,,,,,,,,,0.05,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,203,24,9.6,9.3,8.8,8,,0.05,7.7,1.4,0.125,0.03,0.04,0.07,,,,,,,,,1.78,,,,,10,,,,0.12,,,,,,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
